NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT
4,1,6,86,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,17,62,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
1,0,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,19,0,0,0,1,0.9743589744,0.1,1,1,1,1,1,0.0,1,0,0,0,0,0,0,0,1,1,1,0,0,-1
2,1,4,82,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,57,0,0,0,0,0.2632978723,0.3043478261,0,1,0,0,0,0.0053191489,0,0,0,0,1,0,0,0,1,-1,1,1,0,1
5,2,6,91,4,4,0,0,0,0,0,0,0,9,1,1,0,0,1,33,51,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1,1,1,1,1
1,0,3,113,11,0,0,0,0,0,0,0,0,8,1,1,0,0,1,15,91,0,0,0,0,0.1701244813,0.2465753425,0,1,1,0,0,0.020746888,0,0,0,0,0,1,0,0,1,-1,1,1,0,1
3,0,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,19,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
2,1,1,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,10,0,0,0,0,0.359375,0.1111111111,0,1,1,1,0,0.046875,0,0,0,0,1,0,0,0,1,1,1,0,0,0
2,1,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,24,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
5,1,2,95,0,0,0,0,0,0,2,1,0,24,1,0,0,0,0,10,20,57,0,0,1,0.0,0.1818181818,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
2,0,3,180,23,0,0,0,0,0,0,0,0,6,1,1,0,0,1,16,148,8,0,0,0,0.2,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1
2,0,6,105,1,0,0,0,0,0,0,0,0,24,1,1,0,0,0,27,71,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,-1,1,1,1,-1
1,0,6,88,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,14,67,0,0,0,0,0.256,0.3658536585,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1
2,0,2,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,15,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
1,0,9,93,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,8,78,0,0,0,0,0.2972972973,0.6153846154,0,0,0,0,0,0.027027027,0,0,0,0,0,1,0,0,1,-1,-1,1,0,0
2,0,1,39,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,17,0,0,1,0,0.0689655172,0.8461538462,0,0,0,0,0,0.0689655172,0,0,0,0,0,1,0,0,1,1,-1,1,-1,1
3,1,5,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,37,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2,1,2,58,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,31,0,0,0,0,0.0740740741,0.8666666667,0,1,0,0,0,0.037037037,0,0,0,0,0,1,0,0,1,0,-1,1,0,1
1,0,3,59,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,16,36,0,0,0,0,0.0133333333,0.3333333333,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
3,1,3,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,49,0,0,1,0,0.0666666667,0.875,1,1,0,0,0,0.9333333333,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1
2,0,2,73,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16,36,13,0,0,0,0.0227272727,0.3,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
2,0,4,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,25,0,0,0,0,0.0,0.5833333333,0,1,0,0,0,0.8,0,0,0,0,0,1,0,1,1,0,1,1,-1,-1
2,0,4,72,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,27,38,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,0,0,1,0,0,1,0,-1,0,-1,-1
1,0,6,94,9,1,0,0,0,0,0,0,0,10,1,1,0,0,1,16,71,0,0,0,0,0.3098591549,0.5714285714,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1
1,0,6,102,3,0,0,0,0,0,0,0,0,19,1,1,0,0,1,22,73,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,-1,-1,1,1,-1
1,0,2,64,7,0,0,0,0,0,0,0,0,3,1,1,0,0,0,12,45,0,0,0,0,0.2242990654,0.3647058824,0,1,1,0,0,0.1028037383,0,0,0,0,1,0,0,0,1,0,-1,1,0,0
1,0,3,74,7,0,0,0,0,0,0,0,0,6,1,1,0,0,1,13,54,0,0,0,0,0.3625,0.8301886792,1,1,0,1,0,0.0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0
2,1,3,85,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,63,0,0,0,0,0.1463414634,0.1875,0,0,0,0,0,0.0243902439,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
2,0,2,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,12,16,0,0,0,1,0.9333333333,1.0,1,1,0,0,0,0.0666666667,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1
1,0,0,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,1,0,0,0,0,0.0714285714,0.7,1,0,0,0,0,0.1428571429,0,0,0,0,0,0,0,0,1,1,1,1,-1,1
3,2,0,66,7,7,0,0,0,0,0,0,0,0,1,1,0,1,0,58,1,0,0,1,1,0.9141630901,0.0980392157,0,1,0,1,0,0.008583691,1,0,0,0,0,1,0,0,0,0,1,0,0,-1
2,0,6,61,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,10,44,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
2,1,3,95,4,0,0,0,0,0,0,0,0,22,1,1,0,0,0,23,65,0,0,0,0,0.0441176471,0.985915493,1,0,0,0,0,0.0735294118,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1
2,1,3,121,10,0,0,0,0,0,0,0,0,0,1,1,0,0,1,16,98,0,0,0,0,0.0588235294,0.1333333333,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1
2,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,25,0,0,0,0,0.0735294118,0.9696969697,1,1,1,0,1,0.0588235294,0,0,0,0,0,1,0,0,1,1,-1,-1,-1,1
3,1,5,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,31,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
2,0,2,47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,18,0,0,1,0,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
1,0,1,47,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,21,0,0,0,0,0.0833333333,0.2131147541,0,1,1,0,0,0.0111111111,0,0,0,0,0,0,0,0,1,1,1,1,0,1
4,1,2,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,13,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0263157895,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1,0,6,73,0,0,0,0,1,0,0,0,0,3,1,1,0,0,1,14,52,0,0,0,0,0.0,0.5,1,1,1,1,1,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1
1,0,11,170,1,0,0,0,0,0,0,0,0,39,1,1,0,0,1,26,137,0,0,2,1,0.6470588235,0.9032258065,1,1,0,0,0,0.3529411765,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1
3,1,2,59,3,0,0,0,0,0,0,0,0,3,1,1,0,0,1,18,34,0,0,0,0,0.0062893082,0.2096774194,0,1,0,0,0,0.0055031447,0,0,0,0,1,1,0,0,1,0,1,1,0,1
2,1,3,60,0,0,0,0,0,0,1,0,0,5,1,1,0,0,0,15,13,24,0,0,0,0.0,0.1538461538,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2,0,4,56,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,16,33,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
3,2,6,86,0,0,0,0,3,0,0,0,0,8,1,1,0,0,1,27,52,0,0,0,0,0.0454545455,0.0555555556,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,-1,1,1,1,1
3,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,16,0,0,0,0,0.0,0.0357142857,1,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1
1,0,3,60,0,0,0,0,1,0,0,0,0,26,1,1,0,0,0,7,46,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1,1,1,-1
3,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,1,0,0,0,0,0.012987013,0.6470588235,0,1,0,1,0,0.0519480519,0,0,0,0,0,1,0,0,0,1,-1,0,0,1
2,1,4,55,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2,1,1,38,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,21,10,0,0,0,0,0.0212765957,0.94,0,1,0,0,0,0.0425531915,0,0,0,0,0,1,0,0,1,1,-1,1,0,1
2,1,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,10,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
4,1,5,73,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,20,46,0,0,0,0,0.0,0.0,0,0,0,0,0,0.6666666667,0,0,0,0,0,0,0,0,1,0,1,1,1,0
2,1,3,125,12,0,0,0,2,0,0,0,0,17,1,1,0,0,0,23,95,0,0,0,0,0.1,0.5714285714,0,0,0,0,0,0.0333333333,0,0,0,0,0,1,0,0,1,-1,1,1,0,1
3,0,2,34,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,12,15,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
3,1,2,64,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,37,20,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,-1
1,0,5,77,7,0,0,0,0,0,0,0,0,8,1,1,0,0,1,15,55,0,0,0,0,0.1538461538,0.3333333333,0,1,0,0,0,0.0256410256,0,0,0,0,1,1,0,0,1,-1,0,1,0,1
1,0,5,50,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,13,30,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1
5,1,5,71,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,24,40,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
3,1,0,41,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,26,1,6,0,0,0,0.4210526316,0.4545454545,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
1,0,5,52,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,18,27,0,0,0,0,0.3211678832,0.6444444444,0,0,0,0,0,0.0218978102,0,0,0,0,0,1,0,0,1,1,-1,1,0,0
4,2,2,57,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,33,17,0,0,0,0,0.9722222222,0.0352941176,1,1,0,0,0,0.0277777778,0,0,0,0,0,1,0,0,0,0,1,1,1,-1
2,1,3,58,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,28,23,0,0,0,0,0.0995850622,0.28,0,1,0,1,0,0.0124481328,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1,0,4,67,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,15,45,0,0,0,0,0.8843930636,0.86,0,1,1,0,0,0.0028901734,1,0,0,0,0,1,0,0,1,0,-1,1,0,-1
2,0,1,80,1,0,0,0,3,0,1,0,0,8,1,1,0,0,1,20,33,19,0,0,0,0.0112359551,0.0588235294,0,1,0,0,0,0.0,0,0,0,0,1,1,0,0,1,-1,1,1,0,1
3,1,7,93,1,0,0,0,0,0,0,0,0,18,1,1,0,0,1,22,64,0,0,0,0,0.0,0.125,0,1,1,0,0,0.9230769231,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1
3,1,3,39,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,11,21,0,0,0,0,0.0350877193,0.1428571429,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1,0,3,58,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,29,22,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
3,1,2,81,8,0,0,0,0,0,0,0,0,8,1,1,0,0,0,16,58,0,0,0,0,0.1458333333,0.3692307692,0,0,0,0,0,0.1180555556,0,0,0,0,1,1,0,0,1,-1,1,1,0,1
4,1,13,130,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,108,0,0,0,1,0.9743589744,0.1,1,1,1,1,1,0.0,1,0,0,0,0,0,0,0,1,-1,1,0,0,-1
1,0,3,39,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,14,18,0,0,0,0,0.1428571429,0.987012987,1,1,1,0,0,0.0672268908,0,0,0,0,1,0,0,0,1,1,-1,1,-1,1
5,2,2,53,0,0,0,0,1,0,1,0,0,4,1,0,0,0,0,17,15,13,0,0,0,0.037037037,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2,1,2,57,1,1,0,0,0,0,0,0,0,9,1,1,0,0,0,20,30,0,0,0,0,0.3157894737,0.3333333333,0,0,0,0,0,0.0701754386,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,1,4,83,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24,52,0,0,0,0,0.1698113208,0.4390243902,0,1,0,0,0,0.0188679245,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1
1,0,7,96,4,0,0,0,0,0,0,0,0,13,1,1,0,0,0,18,71,0,0,0,0,0.1666666667,0.4074074074,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1
2,1,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,1,0,0,0,0,0.3214285714,0.1166666667,0,1,1,1,0,0.0357142857,0,0,0,0,0,0,0,1,1,1,1,0,1,0
3,1,6,77,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,55,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
1,0,3,98,9,0,0,0,0,0,0,0,0,4,1,1,0,0,1,18,73,0,0,0,0,0.1304347826,0.0925925926,0,1,0,1,0,0.0489130435,0,0,0,0,1,0,0,0,1,-1,1,0,1,1
1,0,5,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,28,0,0,0,0,0.0666666667,0.0769230769,0,1,1,0,0,0.8666666667,0,0,0,0,0,0,0,0,1,1,1,1,1,-1
1,0,5,95,9,0,0,0,0,0,0,0,0,8,1,1,0,0,1,22,66,0,0,0,0,0.3785714286,0.329787234,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,0
2,1,3,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,10,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,1,0,-1
1,0,5,75,7,0,0,0,0,0,0,0,0,8,1,1,0,0,1,13,55,0,0,0,0,0.1323529412,0.9842519685,1,1,1,0,0,0.0073529412,0,0,0,1,0,1,0,0,1,0,-1,1,-1,1
3,2,8,82,0,0,0,0,0,0,0,0,0,11,1,1,0,0,1,24,51,0,0,0,0,0.0294117647,0.0275229358,0,0,0,0,0,0.0294117647,0,0,0,0,0,1,0,0,0,-1,1,1,1,1
2,1,2,51,2,0,0,0,0,0,0,0,0,7,1,1,0,0,0,19,25,0,0,0,0,0.1492537313,0.3157894737,0,1,0,0,0,0.0746268657,0,0,0,0,0,1,0,0,1,1,0,1,0,1
4,1,6,99,1,0,0,0,0,0,0,0,0,24,1,1,0,0,1,19,73,0,0,2,0,0.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,1
2,1,3,55,0,0,0,0,0,0,1,0,0,8,1,1,0,0,0,14,20,13,0,0,0,0.0783410138,0.2857142857,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
4,1,3,48,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,19,22,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1
2,1,5,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,27,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1
3,1,2,95,7,0,0,0,0,0,0,0,0,5,1,1,0,0,1,28,60,0,0,0,0,0.1038961039,0.0295566502,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1
2,1,3,68,1,1,0,0,0,0,0,0,0,20,1,1,0,0,1,21,40,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,1,0,1,1,1,-1
3,1,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,26,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
3,1,2,72,0,0,0,0,0,0,2,1,0,11,1,1,0,0,0,18,27,19,0,0,0,0.44,0.7391304348,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,1,0,-1,1,1,0
2,1,3,32,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,11,14,0,0,0,0,0.0320512821,0.2040816327,0,1,1,0,1,0.0256410256,0,0,0,0,1,1,0,0,1,1,0,-1,0,1
3,0,3,211,0,0,0,0,8,0,9,9,0,48,1,1,0,0,0,15,33,155,0,0,0,0.0909090909,0.7391304348,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,1,-1,-1,1,0,1
1,0,3,60,5,0,0,0,0,0,0,0,0,8,1,1,0,0,1,10,43,0,0,0,0,0.1538461538,0.224137931,0,1,0,0,0,0.0153846154,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2,0,3,70,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,15,48,0,0,0,0,0.1834862385,0.2962962963,0,1,0,1,0,0.003058104,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1,1,47,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,15,13,11,0,0,0,0.375,0.0714285714,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
2,1,4,66,0,0,0,0,0,0,0,0,0,18,1,1,0,0,1,23,36,0,0,0,0,0.2203389831,0.9565217391,1,1,0,0,0,0.0169491525,0,0,0,0,1,1,0,0,1,0,-1,1,-1,1
4,0,6,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,41,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
