NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,IpAddress,DomainInSubdomains,DomainInPaths,HostnameLength,PathLength,QueryLength,DoubleSlashInPath
2,0,6,61,1,0,0,0,0,0,0,0,0,2,1,0,0,0,10,44,0,0
2,1,3,95,4,0,0,0,0,0,0,0,0,22,1,0,0,0,23,65,0,0
2,1,3,121,10,0,0,0,0,0,0,0,0,0,1,0,0,1,16,98,0,0
2,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,25,0,0
3,1,5,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,31,0,0
2,0,2,47,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,18,0,0
1,0,1,47,2,0,0,0,0,0,0,0,0,0,1,0,0,0,19,21,0,0
4,1,2,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,13,0,0
1,0,6,73,0,0,0,0,1,0,0,0,0,3,1,0,0,1,14,52,0,0
1,0,11,170,1,0,0,0,0,0,0,0,0,39,1,0,0,1,26,137,0,0
3,1,2,59,3,0,0,0,0,0,0,0,0,3,1,0,0,1,18,34,0,0
2,1,3,60,0,0,0,0,0,0,1,0,0,5,1,0,0,0,15,13,24,0
2,0,4,56,0,0,0,0,0,0,0,0,0,1,1,0,0,1,16,33,0,0
3,2,6,86,0,0,0,0,3,0,0,0,0,8,1,0,0,1,27,52,0,0
3,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,16,0,0
1,0,3,60,0,0,0,0,1,0,0,0,0,26,1,0,0,0,7,46,0,0
3,2,0,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25,1,0,0
2,1,4,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,23,0,0
2,1,1,38,1,0,0,0,0,0,0,0,0,2,1,0,0,0,21,10,0,0
2,1,3,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,10,0,0
4,1,5,73,2,0,0,0,0,0,0,0,0,0,1,0,0,1,20,46,0,0
2,1,3,125,12,0,0,0,2,0,0,0,0,17,1,0,0,0,23,95,0,0
3,0,2,34,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,15,0,0
3,1,2,64,2,2,0,0,0,0,0,0,0,0,1,0,0,0,37,20,0,0
1,0,5,77,7,0,0,0,0,0,0,0,0,8,1,0,0,1,15,55,0,0
1,0,5,50,1,0,0,0,0,0,0,0,0,4,1,0,0,0,13,30,0,0
5,1,5,71,2,1,0,0,0,0,0,0,0,0,1,0,0,1,24,40,0,0
3,1,0,41,0,0,0,0,0,0,1,0,0,3,1,0,0,0,26,1,6,0
1,0,5,52,2,0,0,0,0,0,0,0,0,8,1,0,0,0,18,27,0,0
4,2,2,57,1,1,0,0,0,0,0,0,0,1,1,0,0,0,33,17,0,0
2,1,3,58,1,0,0,0,0,0,0,0,0,0,1,0,0,1,28,23,0,0
1,0,4,67,6,0,0,0,0,0,0,0,0,6,1,0,0,1,15,45,0,0
2,0,1,80,1,0,0,0,3,0,1,0,0,8,1,0,0,1,20,33,19,0
3,1,7,93,1,0,0,0,0,0,0,0,0,18,1,0,0,1,22,64,0,0
3,1,3,39,0,0,0,0,0,0,0,0,0,4,1,0,0,1,11,21,0,0
1,0,3,58,2,2,0,0,1,0,0,0,0,0,1,0,0,0,29,22,0,0
3,1,2,81,8,0,0,0,0,0,0,0,0,8,1,0,0,0,16,58,0,0
4,1,13,130,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,108,0,0
1,0,3,39,1,0,0,0,0,0,0,0,0,4,1,0,0,0,14,18,0,0
5,2,2,53,0,0,0,0,1,0,1,0,0,4,1,0,0,0,17,15,13,0
2,1,2,57,1,1,0,0,0,0,0,0,0,9,1,0,0,0,20,30,0,0
3,1,4,83,5,1,0,0,0,0,0,0,0,0,1,0,0,0,24,52,0,0
1,0,7,96,4,0,0,0,0,0,0,0,0,13,1,0,0,0,18,71,0,0
2,1,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,1,0,0
3,1,6,77,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,55,0,0
1,0,3,98,9,0,0,0,0,0,0,0,0,4,1,0,0,1,18,73,0,0
1,0,5,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,28,0,0
1,0,5,95,9,0,0,0,0,0,0,0,0,8,1,0,0,1,22,66,0,0
2,1,3,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,10,0,0
1,0,5,75,7,0,0,0,0,0,0,0,0,8,1,0,0,1,13,55,0,0
3,2,8,82,0,0,0,0,0,0,0,0,0,11,1,0,0,1,24,51,0,0
2,1,2,51,2,0,0,0,0,0,0,0,0,7,1,0,0,0,19,25,0,0
4,1,6,99,1,0,0,0,0,0,0,0,0,24,1,0,0,1,19,73,0,0
2,1,3,55,0,0,0,0,0,0,1,0,0,8,1,0,0,0,14,20,13,0
4,1,3,48,0,0,0,0,0,0,0,0,0,6,1,0,0,1,19,22,0,0
2,1,5,54,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,27,0,0
3,1,2,95,7,0,0,0,0,0,0,0,0,5,1,0,0,1,28,60,0,0
2,1,3,68,1,1,0,0,0,0,0,0,0,20,1,0,0,1,21,40,0,0
3,1,3,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,26,0,0
3,1,2,72,0,0,0,0,0,0,2,1,0,11,1,0,0,0,18,27,19,0
2,1,3,32,0,0,0,0,0,0,0,0,0,4,1,0,0,0,11,14,0,0
3,0,3,211,0,0,0,0,8,0,9,9,0,48,1,0,0,0,15,33,155,0
1,0,3,60,5,0,0,0,0,0,0,0,0,8,1,0,0,1,10,43,0,0
2,0,3,70,5,0,0,0,0,0,0,0,0,6,1,0,0,1,15,48,0,0
3,1,1,47,0,0,0,0,0,0,1,0,0,5,1,0,0,0,15,13,11,0
2,1,4,66,0,0,0,0,0,0,0,0,0,18,1,0,0,1,23,36,0,0
4,0,6,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,41,0,0
1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4,0,0
2,0,3,52,1,0,0,0,0,0,0,0,0,1,1,0,0,0,14,31,0,0
2,1,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,1,0,0
2,1,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,0,0
3,1,4,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,35,0,0
3,1,2,85,0,0,0,0,3,0,3,2,0,8,1,0,0,1,16,16,45,0
4,1,4,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,26,0,0
2,1,3,55,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,30,0,0
1,0,1,52,0,0,0,0,1,0,0,0,0,0,1,0,0,1,24,21,0,0
2,1,2,95,7,0,0,0,0,0,0,0,0,5,1,0,0,0,25,63,0,0
3,1,2,38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,22,9,0,0
1,0,4,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,21,33,0,0
4,0,4,101,2,0,0,0,0,0,0,0,0,20,1,1,0,0,13,47,33,0
3,1,4,70,4,0,0,0,0,0,0,0,0,5,1,0,0,0,20,43,0,0
3,0,4,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,33,0,0
2,0,7,229,1,1,0,0,1,0,3,2,0,28,1,0,0,0,30,55,136,0
2,1,4,174,20,0,0,0,0,0,0,0,0,3,1,0,0,1,15,152,0,0
2,0,3,95,9,0,0,0,0,0,0,0,0,7,1,0,0,1,10,78,0,0
2,1,3,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,14,0,0
2,0,3,88,6,0,0,0,0,0,0,0,0,0,1,0,0,1,7,74,0,0
4,1,3,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,25,0,0
4,2,2,114,2,0,0,0,1,0,7,6,0,9,1,0,1,0,21,22,63,0
2,0,3,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,22,0,0
4,1,2,42,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,15,0,0
2,1,4,67,0,0,0,0,0,0,1,0,0,9,1,0,0,1,30,21,8,0
2,1,3,103,8,0,0,0,0,0,0,0,0,6,1,0,0,1,23,73,0,0
3,1,3,52,1,0,0,0,0,0,0,0,0,3,1,0,0,1,23,22,0,0
2,0,2,136,1,0,0,0,7,0,2,2,0,4,1,0,0,0,19,22,87,0
2,0,3,51,0,0,0,0,0,0,0,0,0,5,1,0,0,0,15,29,0,0
4,2,2,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18,17,0,0
3,1,3,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,23,0,0
3,1,3,61,2,0,0,0,0,0,0,0,0,6,1,0,0,0,16,38,0,0
2,1,6,86,4,0,0,0,0,0,0,0,0,0,1,0,0,0,19,60,0,0
2,1,4,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,22,0,0
1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,6,0,0
4,0,2,53,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,24,0,0
2,1,2,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,43,8,0,0
1,0,3,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,11,0,0
8,6,4,92,4,4,0,0,0,0,0,0,0,7,1,0,1,1,65,20,0,0
2,0,2,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,18,0,0
3,1,4,82,0,0,0,0,2,0,1,0,0,0,1,0,0,1,11,55,8,0
2,1,2,38,0,0,0,0,0,0,1,0,0,3,1,0,0,1,19,6,5,0
2,1,3,68,1,1,0,0,0,0,0,0,0,19,1,0,0,1,21,40,0,0
1,0,3,48,1,0,0,0,0,0,0,0,0,8,1,0,0,0,8,33,0,0
2,1,0,109,0,0,0,0,0,0,4,3,0,25,1,0,0,0,26,1,74,0
3,1,1,48,0,0,0,0,0,0,1,0,0,5,1,0,0,0,15,14,11,0
3,1,1,55,0,0,0,0,1,0,1,0,0,3,1,0,0,1,26,15,6,0
3,1,2,49,0,0,0,0,0,0,1,0,0,4,1,0,0,0,16,18,7,0
2,0,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,15,0,0
2,0,3,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,21,0,0
1,0,5,95,8,0,0,0,0,0,0,0,0,8,1,0,0,0,10,78,0,0
2,0,2,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,21,0,0
1,0,3,143,3,0,0,0,2,1,2,2,0,18,1,0,0,0,15,22,98,0
2,1,10,93,0,0,0,0,0,0,0,0,0,1,1,0,0,1,26,60,0,0
1,0,3,117,20,0,0,0,0,0,0,0,0,4,1,0,0,1,10,100,0,0
4,1,2,43,1,1,0,0,0,0,0,0,0,0,1,0,0,1,21,15,0,0
2,1,2,62,4,0,0,0,0,0,0,0,0,4,1,0,0,1,10,45,0,0
1,0,1,67,4,0,0,0,0,0,0,0,0,0,1,0,0,1,21,39,0,0
1,0,5,88,5,0,0,0,0,0,0,0,0,12,1,0,0,0,19,62,0,0
4,0,3,60,0,0,0,0,1,0,2,2,0,12,1,1,0,0,12,22,18,0
3,1,5,72,1,0,0,0,0,0,0,0,0,0,1,0,0,1,22,43,0,0
3,1,5,60,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14,39,0,0
2,1,3,98,10,0,0,0,0,0,0,0,0,0,1,0,0,1,12,79,0,0
2,1,6,96,7,0,0,0,0,0,0,0,0,7,1,0,0,0,20,69,0,0
1,0,4,99,14,2,0,0,0,0,0,0,0,6,1,0,0,1,17,75,0,0
4,1,3,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,26,0,0
1,0,4,61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,37,0,0
3,1,3,60,0,0,0,0,0,0,0,0,0,8,1,0,0,0,22,31,0,0
2,0,1,80,5,0,0,0,0,0,0,0,0,9,1,0,0,1,6,67,0,0
3,1,2,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,14,0,0
1,0,2,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,5,0,0
2,1,2,46,0,0,0,0,0,0,0,0,0,6,1,0,0,0,24,15,0,0
1,0,7,109,11,0,0,0,0,0,0,0,0,9,1,0,0,1,13,89,0,0
3,1,8,191,4,1,0,0,0,0,1,0,0,65,1,0,0,1,20,126,37,0
4,1,1,43,0,0,0,0,0,0,0,0,0,9,1,0,0,0,19,17,0,0
2,1,5,67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22,38,0,0
3,1,3,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,28,0,0
4,0,4,55,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13,35,0,0
3,1,7,72,0,0,0,0,0,1,0,0,0,7,1,0,0,1,16,49,0,0
1,0,5,57,1,0,0,0,1,0,0,0,0,0,1,0,0,1,11,39,0,0
2,1,4,107,12,0,0,0,0,0,0,0,0,7,1,0,0,1,16,84,0,0
2,0,4,51,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,34,0,0
4,0,2,44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,22,0,0
2,1,3,134,6,0,0,0,0,0,5,4,0,8,1,0,0,1,14,19,93,0
1,0,3,54,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26,21,0,0
8,0,5,216,1,0,0,0,5,0,7,0,0,21,1,0,0,0,16,44,148,0
3,1,1,34,0,0,0,0,0,0,0,0,0,5,1,0,0,0,15,12,0,0
3,0,4,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,26,0,0
3,1,8,153,3,1,0,0,0,0,0,0,0,48,1,0,0,1,20,126,0,0
2,1,2,32,2,1,0,0,0,0,0,0,0,0,1,0,0,1,16,9,0,0
2,0,5,60,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,41,0,0
2,1,3,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,34,0,0
1,0,1,83,13,0,0,0,0,0,0,0,0,0,1,0,0,1,13,63,0,0
1,0,3,77,4,0,0,0,0,0,0,0,0,0,1,0,0,1,19,51,0,0
1,0,4,100,11,0,0,0,0,0,0,0,0,6,1,0,0,1,12,81,0,0
2,0,3,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,18,0,0
5,2,2,98,0,0,0,0,2,0,5,0,0,8,1,0,1,1,20,13,57,0
2,0,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,1,17,21,0,0
2,0,4,126,11,0,0,0,0,0,0,0,0,2,1,0,0,1,24,95,0,0
2,0,2,39,1,0,0,0,0,0,0,0,0,1,1,0,0,0,21,11,0,0
3,0,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,28,0,0
2,1,3,57,0,0,0,0,0,0,0,0,0,23,1,0,0,0,14,36,0,0
4,1,2,43,1,1,0,0,0,0,0,0,0,0,1,0,0,1,15,21,0,0
3,1,3,39,0,0,0,0,0,0,0,0,0,8,1,0,0,0,15,17,0,0
3,1,2,41,0,0,0,0,0,0,0,0,0,3,1,0,0,0,16,18,0,0
4,1,4,69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,26,36,0,0
3,1,3,70,0,0,0,0,0,0,1,0,0,5,1,0,0,0,15,23,24,0
4,0,6,75,1,0,0,0,5,0,0,0,0,12,1,0,0,0,11,57,0,0
3,1,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,1,0,0
1,0,2,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,9,0,0
3,0,2,68,1,0,0,0,1,0,0,0,0,6,1,0,0,1,29,32,0,0
2,0,2,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,22,0,0
2,0,3,63,5,0,0,0,0,0,0,0,0,4,1,0,0,1,10,46,0,0
2,0,5,54,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,35,0,0
2,0,2,97,7,0,0,0,0,0,0,0,0,4,1,0,0,1,18,72,0,0
3,1,5,94,0,0,0,0,2,0,0,0,0,29,1,0,0,0,16,71,0,0
2,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,11,0,0
1,0,4,79,1,0,0,0,0,0,0,0,0,31,1,0,0,0,13,59,0,0
5,3,2,59,0,0,0,0,0,0,0,0,0,7,1,0,1,0,36,16,0,0
3,0,4,60,0,0,0,0,0,0,1,0,0,6,1,0,0,0,13,28,11,0
5,1,4,77,1,1,0,0,2,0,0,0,0,4,1,0,1,1,17,53,0,0
1,0,3,72,6,0,0,0,0,0,0,0,0,0,1,0,0,1,14,51,0,0
2,0,2,104,4,0,0,0,0,2,1,0,0,30,1,0,0,1,16,22,58,0
3,1,1,66,0,0,0,0,0,0,2,1,0,11,1,0,0,1,24,10,24,0
3,0,2,45,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,27,0,0
1,0,5,68,5,0,0,0,0,0,0,0,0,8,1,0,0,0,12,49,0,0
2,0,1,51,3,0,0,0,0,0,0,0,0,0,1,0,0,1,14,30,0,0
3,1,3,59,3,0,0,0,0,0,0,0,0,4,1,0,0,1,14,21,16,0
1,0,7,62,1,0,0,0,0,0,0,0,0,10,1,0,0,1,14,41,0,0
1,0,3,63,0,0,0,0,0,0,0,0,0,23,1,0,0,1,15,41,0,0
2,1,3,54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22,25,0,0
2,0,3,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,45,0,0
3,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,20,0,0
2,0,4,68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,24,37,0,0
2,0,1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24,9,0,0
2,1,3,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,21,0,0
6,0,4,134,0,0,0,0,0,0,1,0,0,1,1,0,0,1,22,43,61,0
2,0,5,66,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,48,0,0
2,1,1,50,0,0,0,0,0,0,1,0,0,10,1,0,0,0,16,7,19,0
3,1,6,77,1,0,0,0,0,0,0,0,0,1,1,0,0,1,25,45,0,0
3,1,7,93,1,0,0,0,0,0,0,0,0,20,1,0,0,1,22,64,0,0
4,1,1,59,0,0,0,0,0,0,1,0,0,11,1,0,0,0,20,10,21,0
2,1,3,91,8,0,0,0,0,0,0,0,0,4,1,0,0,1,18,66,0,0
2,1,5,57,3,0,0,0,0,0,0,0,0,8,1,0,0,0,15,35,0,0
1,0,2,83,11,0,0,0,0,0,0,0,0,10,1,0,0,1,13,63,0,0
5,1,11,122,0,0,0,0,0,0,0,0,0,3,1,0,0,1,20,95,0,0
4,1,5,73,0,0,0,0,1,0,0,0,0,0,1,0,0,1,26,40,0,0
3,0,2,35,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,16,0,0
2,0,1,79,0,0,0,0,1,0,4,3,0,6,1,0,0,0,15,10,46,0
4,1,2,126,0,0,0,0,0,8,1,0,0,15,1,0,0,0,17,14,87,0
1,0,3,80,5,0,0,0,0,0,0,0,0,8,1,0,0,0,20,53,0,0
3,1,6,126,0,0,0,0,1,0,1,0,0,23,1,0,0,0,15,59,44,0
3,0,2,49,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,24,0,0
1,0,2,67,6,0,0,0,0,0,0,0,0,0,1,0,0,0,10,50,0,0
3,1,5,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,48,0,0
2,1,2,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,15,0,0
2,1,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,1,0,0
3,1,1,60,0,0,0,0,1,0,1,0,0,6,1,0,0,0,28,9,15,0
1,0,5,71,7,0,0,0,0,0,0,0,0,12,1,0,0,0,8,56,0,0
9,0,9,202,1,0,0,0,2,0,4,3,0,15,1,0,0,1,6,49,139,0
3,1,3,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20,28,0,0
3,1,2,73,0,0,0,0,3,0,1,0,0,4,1,0,0,1,19,30,16,0
3,1,5,120,12,0,0,0,0,0,0,0,0,11,1,0,0,1,31,82,0,0
2,0,3,47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17,23,0,0
3,1,4,53,0,0,0,0,0,0,0,0,0,2,1,0,0,1,19,27,0,0
2,0,4,60,3,0,0,0,0,0,0,0,0,6,1,0,0,1,15,38,0,0
3,1,2,67,2,1,0,1,3,0,0,0,0,0,1,0,0,1,19,41,0,0
2,0,3,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,25,0,0
3,1,1,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,10,0,0
3,1,3,66,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,41,0,0
2,0,5,52,1,1,0,0,0,0,0,0,0,0,1,0,0,0,15,30,0,0
2,0,4,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,16,0,0
1,0,4,79,1,0,0,0,0,0,0,0,0,24,1,0,0,0,13,59,0,0
2,0,5,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,34,0,0
4,0,10,94,0,0,0,0,0,0,0,0,0,14,1,0,0,1,11,76,0,0
2,0,2,60,4,0,0,0,0,0,0,0,0,0,1,0,0,0,11,42,0,0
4,0,3,73,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,39,0,0
4,0,5,76,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25,44,0,0
3,1,3,52,1,0,0,0,0,0,0,0,0,0,1,0,0,1,19,26,0,0
3,1,1,59,0,0,0,0,0,0,3,2,0,6,1,0,0,0,16,12,23,0
1,0,3,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,8,0,0
2,1,10,86,0,0,0,0,0,0,0,0,0,3,1,0,0,1,17,62,0,0
1,0,5,75,7,0,0,0,0,0,0,0,0,9,1,0,0,1,17,51,0,0
1,0,2,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,0,0
2,1,1,52,0,0,0,0,0,0,1,0,0,6,1,0,0,0,16,5,23,0
2,0,7,225,1,1,0,0,1,0,3,2,0,31,1,0,0,1,26,55,136,0
3,2,3,117,5,3,0,0,0,0,0,0,0,18,1,0,1,0,52,58,0,0
2,0,6,67,0,0,0,0,1,0,0,0,0,28,1,0,0,0,9,51,0,0
